username,date,text,length
Pandemic Duck,2022-01-30T23:27:54.000Z,@danieloso¿Masoquismo?,22
Jeremiah G,2022-01-30T23:27:50.000Z,@LucasDuffy@bigmike_akandand@ChuckWendigTell me you don’t know how a pandemic works without telling me,102
Sam Ellis,2022-01-30T23:27:48.000Z,@sunriseon7@Barnaby_Joyceandand@AlboMPRATS won’t stop the pandemic. Whats the obsession?,88
Jim Perrin,2022-01-30T23:27:48.000Z,"@oceanboundAgain, more proof that the pandemic writers have totally jumped the shark.",85
Erica Griffo,2022-01-30T23:27:46.000Z,Think I’m gonna bring back my fav pandemic activity… beers for dinner GIF,73
Bob@stayleft@Aussie101 #sewer rat,2022-01-30T23:27:45.000Z,"@SaraVic333Sorry there is a pandemic which is unpredictable Princess.
Must be so annoying to interrupt the boxtox shots.",120
Kay,2022-01-30T23:27:45.000Z,@DJRaz_MusicYEUP. This state is very pro police anti protestor and the majority of people who moved here mid pandemic came because our awful gov has such lax covid protocols and right wing ideology. Trump rallies galore during the election cycle. Nauseating.,258
AyaVelase333,2022-01-30T23:27:44.000Z,·@VictoriamvrieLol i never made it past season 3. So I need a whole binge session soon. It would he great to watch the rest of the show now post pandemic - Cookie would do me good in this gloomy state of our world,213
Kay,2022-01-30T23:27:45.000Z,@DJRaz_MusicYEUP. This state is very pro police anti protestor and the majority of people who moved here mid pandemic came because our awful gov has such lax covid protocols and right wing ideology. Trump rallies galore during the election cycle. Nauseating.,258
AyaVelase333,2022-01-30T23:27:44.000Z,·@VictoriamvrieLol i never made it past season 3. So I need a whole binge session soon. It would he great to watch the rest of the show now post pandemic - Cookie would do me good in this gloomy state of our world,213
JV,2022-01-30T23:27:43.000Z,"@patriotjesus2a@scottbushkinandand@JKash000Biden had the most votes ever in a pandemic, but yet has the worst approval rating a president has had, it just doesn’t add up",169
Finessin4ACheck,2022-01-30T23:27:43.000Z,Pandemic Treated me well  I’m Grateful,39
Rich,2022-01-30T23:27:35.000Z,@DonaldJTrumpJrAmerica's pandemic...GIF,39
TheLefty Podcast,2022-01-30T23:27:33.000Z,"Boris and his cronies have dropped the vaccine mandate which was slap in the face to thousands of NHS workers who kept our loved ones alive in the pandemic. 

A great victory. Don’t let them tell you struggle doesn’t get you anywhere.",234
AS,2022-01-30T23:27:30.000Z,"So if the vaxxed are now awaking, will they realize the AIDS pandemic was brought back through the shot? HIV was used and the disease can be transmitted via s.ecs. Who’s gonna lie first?",186
Jamie Melissa Renwick,2022-01-30T23:27:30.000Z,"@ChrisOBrayLisa has just added it to the reading list. She is insanely into ELE pandemic novels. Did you work, or are you working, on any of the HBO MAX",152
Robin,2022-01-30T23:27:29.000Z,"@direwolfepc@LoMama81and 2 othersNo, I am ABSOLUTELY sure. People with compromised immune systems or bad lungs REGULARLY wear masks in my extremely cold area to prevent sickness or hurting their lungs. This pandemic just forced all of us into joining them. My mother was NEVER questioned about her mask. EVER.",309
emi,2022-01-30T23:27:28.000Z,The pandemic is just Earth's writer putting us into hiatus because they needed a break and more ideas to continue with the story.,129
L⁷ . ∞,2022-01-30T23:27:26.000Z,"@df_urie@iamjeremyshullandand@SATURNZ_VI know there’s a pandemic on, but please go outside",90
Leslie Ebersole,2022-01-30T23:27:23.000Z,"@MairinSi@thegalasistersandand@RcRegalstarfireMacy’s? Maybe the China - US supply chain was interrupted during Trump-era trade wars and then the pandemic? 

Used to love Macy’s - both  my prom & college grad dresses were from there. But then corporate raiders got greedy - wrecked Marshall Fields.",297
shan,2022-01-30T23:27:23.000Z,@VivaLaAlice_i stopped drinking sm during the pandemic bc it just felt miserable so on my 22nd birthday (last september) then a spoons pitcher and those 3 for £5 sourz shots and i was already gone it was embarrassing,216
Thoomas,2022-01-30T23:27:19.000Z,@depthsofwikiGotta love how Urk's numbers spiked up when the pandemic became a thing.,85
Manab Rai,2022-01-30T23:27:17.000Z,"@JCPSKYYou guys should be ah same of sending students to schools on this pandemic and plus there is so many people dying,you guys don’t deserve our respect.",156
An Obese Turtle,2022-01-30T23:27:15.000Z,"Thanks to not really caring much about the pandemic anymore (and being friends almost exclusively with teachers who have mostly gotten COVID and recovered), I was able to celebrate my birthday this weekend OFF Zoom. In a bar. With actual people. I’ll count that in the win column!",280
cally,2022-01-30T23:27:13.000Z,"@wayofcloudbrainI KNOW, how is it possible that my mxtx brainrot predates the pandemic??",88
Usual Trader,2022-01-30T23:27:13.000Z,@MostMoralLawsandand@AMCAPESTRONG21That's the mindset HFrens are banking on!! You start the leak it takes the pressure off!! May be add a zero after your thresholds. You don't have a clue this is once in a lifetime event and won't happen again. Halley's Comet and the pandemic are some comparisons.,298
Carlos Brenes | 8 DAYS,2022-01-30T23:27:12.000Z,·The pandemic is just Earth's writer putting us into hiatus because they needed a break and more ideas to continue with the story.,130
^^,2022-01-30T23:27:12.000Z,"·and bc of the pandemic netflix are taking forever for season 2 of everything... aib, sweet home, not even a confirmation for s2 of extracurricular  all they gave us was lovely alarm 2 like we even asked",203
Timothy Fong,2022-01-30T23:27:10.000Z,Could not be prouder of my high school and hometown!  This is how you get through a pandemic! No one asked for my autograph when I was on the math team!Quote TweetZoomer SportsZoomer Sports@zoomersports · Jan 30Tons of Kids lined up outside Biester Gymnasium to get an autograph from their favorite @HoopsGBWest@HoopsGBWest PlayerShow this thread,346
Timothy Fong,2022-01-30T23:27:10.000Z,Could not be prouder of my high school and hometown!  This is how you get through a pandemic! No one asked for my autograph when I was on the math team!Quote TweetZoomer SportsZoomer Sports@zoomersports · Jan 30Tons of Kids lined up outside Biester Gymnasium to get an autograph from their favorite @HoopsGBWest@HoopsGBWest PlayerShow this thread,346
Brett Mineer,2022-01-30T23:27:08.000Z,"@nicolelyonspoetSocial media has absolutely everything to do with it. Twitter, Facebook and YouTube have literally gotten scores killed throughout this pandemic, and in other events like the Myanmar genocide.",208
brent,2022-01-30T23:27:07.000Z,@greg_scott84This is what the fight is they are using a pandemic that they created to control us and transfer finances from the middle class to there pockets we have to understand this nothing the PM has done has been for Canadians,231
May,2022-01-30T23:27:07.000Z,@queenRobinaYou lucky you got to hug him . I feel like because of the pandemic I won’t be able to hug anyone,109
Wes,2022-01-30T23:27:06.000Z,"@nazirafzalShame about that small worldwide pandemic that threw a spanner in the works. Maybe you noticed it, was in all the papers",131
"A51STORMER - Truth Teller, Patriarchy Smasher",2022-01-30T23:27:02.000Z,@Riadramsaroop@JackHammerSalmandand@KyleKulinskiHow many people do you think died from @CNN platforming doctors who told folks it was safe to protest for #BLM during a pandemic?,177
Sinh Nguyen MD,2022-01-30T23:27:02.000Z,Endemic is the end of pandemic when disease is contained to a specific geopraphic region or population. Dengue. Yellow Fever. Loa Lao. River Blindness. Malaria,159
"NursePeg please get vaccinated 900,000 Lost",2022-01-30T23:26:57.000Z,"@PlagueDocIsInYes, I am so OVER these idiots spewing this nonsense. This is a very dangerous pandemic in so many ways. Give them no more oxygen. That’s why I supported the Spotify thing. We can’t stop them from saying it, but we don’t have to help them amplify lies.",266
Stark Truth,2022-01-30T23:26:56.000Z,"@H31107h3r3@aljosep37797606and 4 othersThere is definitely an ulterior motive behind all these events surrounding the pandemic and corporations are actively hiding it, but that's just my opinion after doing my own investigation. Find the answers for yourself.",259
Charlotte Séverine being messy,2022-01-30T23:26:56.000Z,I want to get tattoos and piercings so I need to find a hidden treasure and the pandemic to end,95
Simon Evans,2022-01-30T23:26:55.000Z,"One of the ASX glamour stocks of the pandemic, single-use medical gloves and protective suits company Ansell, in hefty profit downgrade as margins are crunched, demand slows and freight costs soar.afr.comafr.comAnsell shares tumble as medical glove demand softensAnsell shares tumble as medical glove demand softensMargins are being crunched as freight costs jump and demand slows, while a factory shutdown in Malaysia added to the headaches.Margins are being crunched as freight costs jump and demand slows, while a factory shutdown in Malaysia added to the headaches.",569
Panda,2022-01-30T23:26:55.000Z,"@jennyyangtvGrief is an absolute bitch and to suffer that on top of the pandemic is no small feat. Whatever makes it even the tiniest bit easier for you is the way to go. You owe us nothing, especially for all the laughs and smiles you give us. Sending you internet hugs.",271
Danielle Lasko,2022-01-30T23:26:54.000Z,"3 Financial Services Industry Trends that will Transcend the Pandemic #FinancialServices #Fintech @AutomationAnywhautomationanywhere.comautomationanywhere.com3 Financial Services Industry Trends that will Transcend the Pandemic3 Financial Services Industry Trends that will Transcend the PandemicThe pandemic has prompted changes in every industry, and financial services is no exception. Some will be transitory such as 100% remote work and a 0% fed funds rate. Others will continue to have an...The pandemic has prompted changes in every industry, and financial services is no exception. Some will be transitory such as 100% remote work and a 0% fed funds rate. Others will continue to have an...",698
𝙁𝙧𝙚𝙙𝙤,2022-01-30T23:26:53.000Z,you started this pandemicQuote TweetJackson MahomesJackson Mahomes@jacksonmahomes · Jan 24that’s my brother!! GO P,114
ratskrad,2022-01-30T23:26:51.000Z,@InUtahNotOfUTNPI use a CPAP machine and distilled water has been scarce since pretty much the beginning of the pandemic. There is usually spring water though not the same works for me. But ya been trying to figure out why every time it’s never on the shelf.,258
Kit Nosrac,2022-01-30T23:26:51.000Z,"@RSamuel4Walcot@Wera_Hobhouseandand@bathnesldPurchasing is not carried out by politicians, is it. The Civil Service is the body you need to ask questions of.
You are far too quick to attribute every single cock-up made in this panicked pandemic to your political opponents, the Government. Stop playground politicking.",318
curiouscat,2022-01-30T23:26:49.000Z,"@curious_cat20@patrickamonand 3 others…enforced quarantines, mass vaccinations.  They crushed it in 2 months.  The WHO still has it as a case study in how to decisively stop a pandemic.  China is having markedly better results than us with a similar approach.",259
